time,open,high,low,close
2022-09-20T08:00:00+08:00,96.7520761,100.69817802,96.74782522,100.69817802
2022-09-21T08:00:00+08:00,100.69844356,106.72990831,94.36560629,104.09409334
2022-09-22T08:00:00+08:00,104.09469123,107.33552339,99.90412864,100.9267541
2022-09-23T08:00:00+08:00,100.92631209,103.0474379,99.6006645,101.41875736
2022-09-24T08:00:00+08:00,101.41883445,101.42676281,95.93486112,96.74217659
2022-09-25T08:00:00+08:00,96.74195436,99.91268017,95.02184351,98.9467195
2022-09-26T08:00:00+08:00,98.94683767,100.12361423,95.64208564,99.23408118
2022-09-27T08:00:00+08:00,99.2339568,101.04349666,94.55545457,98.85373284
2022-09-28T08:00:00+08:00,98.85391754,104.5579578,98.35989581,100.67015141
2022-09-29T08:00:00+08:00,100.67022519,102.63434093,99.71582286,100.03120243
2022-09-30T08:00:00+08:00,100.03119866,100.26727886,92.54844195,93.55836675
2022-10-01T08:00:00+08:00,93.55862936,95.19810943,89.25156454,95.19810943
2022-10-02T08:00:00+08:00,95.19854213,97.41173372,94.34522387,97.14931134
2022-10-03T08:00:00+08:00,97.14817246,97.26806305,90.9680082,90.9680082
2022-10-04T08:00:00+08:00,90.96783939,92.5290796,90.56337142,90.88874873
2022-10-05T08:00:00+08:00,90.88888407,91.46434894,90.01883442,90.53786823
2022-10-06T08:00:00+08:00,90.53796907,90.67635106,85.95143712,85.95979134
2022-10-07T08:00:00+08:00,85.95982434,85.96238168,82.14826876,83.17614722
2022-10-08T08:00:00+08:00,83.17616672,83.54694513,81.1280565,81.71257807
2022-10-09T08:00:00+08:00,81.7126084,83.98957891,79.06374185,83.62624539
2022-10-10T08:00:00+08:00,83.62626587,85.71149992,82.59141888,83.67235606
2022-10-11T08:00:00+08:00,83.67147761,85.76156466,82.03523294,85.74218619
2022-10-12T08:00:00+08:00,85.74206678,86.79560294,84.8630077,85.79176315
2022-10-13T08:00:00+08:00,85.79160115,96.57482596,84.68201207,85.09141162
2022-10-14T08:00:00+08:00,85.09296152,85.09737286,77.68518033,81.15484723
2022-10-15T08:00:00+08:00,81.15306024,81.84223487,79.5511135,80.54645238
2022-10-16T08:00:00+08:00,80.5463038,80.86968003,79.01499923,80.39640728
2022-10-17T08:00:00+08:00,80.39637058,80.44487056,74.41913045,75.86125164
2022-10-18T08:00:00+08:00,75.86002314,78.63300885,75.70683367,77.43180169
2022-10-19T08:00:00+08:00,77.43260533,77.66229512,75.34314236,77.20705785
2022-10-20T08:00:00+08:00,77.20534256,87.7396968,74.75414731,77.21036378
2022-10-21T08:00:00+08:00,77.21038129,77.27551327,75.06657234,75.98279673
2022-10-22T08:00:00+08:00,75.98309473,76.20578813,73.13330475,74.23809812
2022-10-23T08:00:00+08:00,74.23911231,76.17670899,72.40326745,74.30680482
2022-10-24T08:00:00+08:00,74.30704313,77.42947044,73.58130671,77.06139119
2022-10-25T08:00:00+08:00,77.06102929,86.47290917,76.23844524,80.97249787
2022-10-26T08:00:00+08:00,80.97204088,92.75262611,80.33185604,90.02167606
2022-10-27T08:00:00+08:00,90.02349618,94.54135699,83.19858622,83.44696066
2022-10-28T08:00:00+08:00,83.44642862,83.83112819,78.29160274,80.50569829
2022-10-29T08:00:00+08:00,80.50765782,88.87534843,79.44202586,84.90839732
2022-10-30T08:00:00+08:00,84.9093933,88.85037832,84.29287498,87.49920796
2022-10-31T08:00:00+08:00,87.49974756,91.6404965,86.67466708,88.39251976
2022-11-01T08:00:00+08:00,88.39312829,89.0999187,86.99702862,87.7008877
2022-11-02T08:00:00+08:00,87.70093027,87.99375048,80.71298256,80.71298256
2022-11-03T08:00:00+08:00,80.71272517,80.71641607,72.680807,74.69445683
2022-11-04T08:00:00+08:00,74.69478405,82.86466963,73.74897222,78.98015913
2022-11-05T08:00:00+08:00,78.98006824,78.98006824,76.41637175,78.66299655
2022-11-06T08:00:00+08:00,78.6637806,81.69135537,77.61879581,81.56876816
2022-11-07T08:00:00+08:00,81.56850352,89.38855266,81.11428065,89.23513614
2022-11-08T08:00:00+08:00,89.23604568,131.39776139,88.7296385,104.25749003
2022-11-09T08:00:00+08:00,104.25727434,153.95521858,103.57411298,150.97763437
2022-11-10T08:00:00+08:00,150.97728869,151.22038807,117.88303027,121.07634366
